ship_mode,segment,country,city,state,postal_code,region,category,sub-category,sales,quantity,discount,profit,profit_margin
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Binders,70.008,3,0.2,24.5028,0.35
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Furnishings,77.6,4,0,38.024,0.49
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Furnishings,464.85,9,0,70.8407,0.2
Standard Class,Corporate,United States,Oak Park,Illinois,60302,Central,Office Supplies,Art,10.192,7,0.2,1.0192,0.1
Standard Class,Corporate,United States,Morristown,New Jersey,7960,East,Office Supplies,Binders,498.975,2,0,70.8407,0.47
Second Class,Home Office,United States,Austin,Texas,78745,Central,Technology,Phones,498.975,6,0.2,70.8407,0.35
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,20.368,1,0.2,7.3834,0.3625
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,49.848,3,0.2,16.8237,0.3375
Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,239.97,3,0,67.1916,0.28
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,498.975,6,0.2,70.8407,0.0625
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,498.975,9.5,0.2,70.8407,0.3375
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,344.91,3,0,10.3473,0.03
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Labels,8.64,3,0,4.2336,0.49
Standard Class,Corporate,United States,Lancaster,Pennsylvania,17602,East,Technology,Phones,89.988,2,0.4,-14.998,-0.166666667
Standard Class,Corporate,United States,Lancaster,Pennsylvania,17602,East,Office Supplies,Paper,229.544,7,0.2,70.8407,0.3625
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Fasteners,1.824,2,0.2,0.6156,0.3375
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,18.32,5,0.5,-39.7425,-0.35625
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Storage,48.816,3,0.2,-11.5938,-0.2375
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,1.188,1,0.5,-1.9602,-0.35625
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Technology,Accessories,119.8,5,0.2,29.95,0.25
Standard Class,Home Office,United States,Durham,North Carolina,27707,South,Office Supplies,Storage,61.568,2,0.2,4.6176,0.075
Standard Class,Home Office,United States,Durham,North Carolina,27707,South,Office Supplies,Art,6.192,3,0.2,0.4644,0.075
First Class,Consumer,United States,Pensacola,Florida,32503,South,Office Supplies,Binders,2.214,3,0.5,-1.476,-0.35625
Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Office Supplies,Envelopes,5.32,2,0,2.6068,0.49
Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Furniture,Chairs,498.975,4,0,70.8407,0.3
Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Technology,Accessories,498.975,9,0,70.8407,0.23
Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Office Supplies,Storage,59.92,4,0,16.7776,0.28
Standard Class,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Binders,171.2,5,0.2,64.2,0.375
Standard Class,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Art,3.36,2,0,0.8736,0.26
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Paper,114.2,5,0,52.532,0.46
Second Class,Corporate,United States,Marietta,Georgia,30062,South,Furniture,Chairs,182.67,3,0,52.9743,0.29
Second Class,Corporate,United States,Marietta,Georgia,30062,South,Technology,Accessories,101.7,6,0,6.102,0.06
Second Class,Corporate,United States,Marietta,Georgia,30062,South,Office Supplies,Storage,498.975,3,0,56.301,0.05
Second Class,Corporate,United States,Marietta,Georgia,30062,South,Office Supplies,Storage,498.975,6,0,70.8407,0.25
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Art,8.82,3,0,2.5578,0.29
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper,37.94,2,0,18.2112,0.48
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Art,4.2,2,0,1.176,0.28
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Storage,227.28,2,0,2.2728,0.01
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper,47.9,1,0,22.992,0.48
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Envelopes,61.96,2,0,30.3604,0.49
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Storage,498.975,4,0,55.896,0.05
First Class,Consumer,United States,Parma,Ohio,44134,East,Furniture,Chairs,183.372,2,0.3,-7.8588,-0.042857143
First Class,Consumer,United States,Parma,Ohio,44134,East,Office Supplies,Paper,7.968,2,0.2,2.8884,0.3625
Standard Class,Consumer,United States,Gresham,Oregon,97030,West,Office Supplies,Binders,26.352,8,0.5,-18.4464,-0.35625
Standard Class,Corporate,United States,Anaheim,California,92804,West,Office Supplies,Storage,481.32,4,0,70.8407,0.26
Standard Class,Corporate,United States,Anaheim,California,92804,West,Office Supplies,Supplies,13.98,1,0,3.6348,0.26
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,25.92,6,0.2,9.072,0.35
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Labels,91.59,3,0,42.1314,0.46
Second Class,Corporate,United States,Houston,Texas,77070,Central,Furniture,Chairs,498.975,3,0.3,-19.2588,-0.028571429
Second Class,Corporate,United States,Concord,New Hampshire,3301,East,Office Supplies,Binders,22.92,4,0,11.0016,0.48
Second Class,Corporate,United States,Concord,New Hampshire,3301,East,Office Supplies,Storage,269.9,5,0,16.194,0.06
Second Class,Consumer,United States,Fairfield,Ohio,45014,East,Office Supplies,Binders,11.808,8,0.5,-8.6592,-0.35625
Second Class,Consumer,United States,Fairfield,Ohio,45014,East,Technology,Phones,9.588,2,0.4,-2.0774,-0.216666667
Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Envelopes,18.336,3,0.2,6.6468,0.3625
Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Paper,36.288,7,0.2,12.7008,0.35
Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Technology,Phones,111.984,2,0.2,6.999,0.0625
Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Binders,5.97,5,0.5,-4.577,-0.35625
Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Binders,2.508,2,0.5,-1.8392,-0.35625
Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Art,35.96,2,0,10.4284,0.29
Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,14.952,3,0.2,5.4201,0.3625
Second Class,Consumer,United States,League City,Texas,77573,Central,Office Supplies,Art,67.144,7,0.2,5.8751,0.0875
Second Class,Consumer,United States,League City,Texas,77573,Central,Furniture,Chairs,254.058,3,0.3,-32.6646,-0.128571429
Standard Class,Corporate,United States,Gaithersburg,Maryland,20877,East,Furniture,Bookcases,173.94,3,0,38.2668,0.22
Standard Class,Corporate,United States,Gaithersburg,Maryland,20877,East,Technology,Phones,231.98,2,0,67.2742,0.29
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,2.296,2,0.5,-3.9032,-0.35625
Second Class,Home Office,United States,Huntsville,Alabama,35810,South,Office Supplies,Paper,96.08,2,0,46.1184,0.48
Second Class,Home Office,United States,Huntsville,Alabama,35810,South,Office Supplies,Fasteners,3.62,2,0,1.1946,0.33
Second Class,Home Office,United States,Huntsville,Alabama,35810,South,Office Supplies,Paper,498.975,6,0,70.8407,0.48
Second Class,Home Office,United States,Huntsville,Alabama,35810,South,Technology,Phones,90.48,2,0,23.5248,0.26
First Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Art,14.88,2,0,3.72,0.25
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Tables,91.275,1,0.5,-39.7425,-0.35625
Standard Class,Home Office,United States,Fairfield,Connecticut,6824,East,Office Supplies,Paper,19.44,3,0,9.3312,0.48
Standard Class,Home Office,United States,Fairfield,Connecticut,6824,East,Furniture,Chairs,498.975,3,0,70.8407,0.28
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art,57.75,5,0,16.17,0.28
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,14.94,3,0,7.0218,0.47
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Art,23.1,2,0,6.93,0.3
Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Envelopes,12.536,1,0.2,4.2309,0.3375
Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Binders,1.08,2,0.5,-0.792,-0.35625
Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Fasteners,4.512,3,0.2,0.846,0.1875
Standard Class,Corporate,United States,Lehi,Utah,84043,West,Technology,Phones,16.776,3,0.2,1.6776,0.1
Standard Class,Home Office,United States,Tuscaloosa,Alabama,35401,South,Office Supplies,Binders,33.74,7,0,15.5204,0.46
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,498.975,5,0,70.8407,0.18
Standard Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Bookcases,333.999,3,0.15,3.9294,0.011764706
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Art,19.9,5,0,6.567,0.33
Standard Class,Consumer,United States,Wilmington,Delaware,19805,East,Furniture,Chairs,498.975,9,0,70.8407,0.21
Standard Class,Consumer,United States,Wilmington,Delaware,19805,East,Furniture,Bookcases,283.92,4,0,70.8407,0.29
Standard Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Art,5.68,2,0,1.7608,0.31
Standard Class,Consumer,United States,Lafayette,Indiana,47905,Central,Office Supplies,Storage,375.34,1,0,18.767,0.05
First Class,Consumer,United States,Redondo Beach,California,90278,West,Office Supplies,Paper,96.08,2,0,46.1184,0.48
First Class,Consumer,United States,Redondo Beach,California,90278,West,Office Supplies,Binders,11.68,2,0.2,3.942,0.3375
First Class,Consumer,United States,Redondo Beach,California,90278,West,Office Supplies,Fasteners,4.36,2,0,1.7876,0.41
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Labels,29.24,4,0,13.7428,0.47
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,117.488,7,0.2,41.1208,0.35
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Furnishings,18.84,3,0,6.0288,0.32
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art,12.42,3,0,5.2164,0.42
Standard Class,Consumer,United States,Royal Oak,Michigan,48073,Central,Office Supplies,Paper,12.96,2,0,6.2208,0.48
Second Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Appliances,69.48,1,0,20.844,0.3
Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Phones,85.9,2,0,2.577,0.03
Second Class,Corporate,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Art,18.06,7,0,4.6956,0.26
Second Class,Corporate,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Paper,79.14,3,0,36.4044,0.46
Second Class,Corporate,United States,North Las Vegas,Nevada,89031,West,Furniture,Furnishings,37.4,2,0,14.212,0.38
Standard Class,Consumer,United States,Carrollton,Texas,75007,Central,Office Supplies,Binders,2.512,2,0.5,-4.396,-0.35625
Standard Class,Consumer,United States,Carrollton,Texas,75007,Central,Office Supplies,Fasteners,18.864,9,0.2,6.1308,0.325
Standard Class,Home Office,United States,Los Angeles,California,90008,West,Technology,Phones,61.192,1,0.2,6.1192,0.1
Standard Class,Home Office,United States,Los Angeles,California,90008,West,Office Supplies,Appliances,67.84,1,0,18.3168,0.27
First Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,48.712,1,0.2,5.4801,0.1125
First Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Art,17.94,3,0,4.6644,0.26
First Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,242.94,3,0,4.8588,0.02
Second Class,Consumer,United States,Fort Lauderdale,Florida,33311,South,Office Supplies,Binders,7.764,4,0.5,-5.176,-0.35625
Second Class,Corporate,United States,Columbia,Tennessee,38401,South,Technology,Phones,467.04,4,0.2,58.38,0.125
Second Class,Home Office,United States,Providence,Rhode Island,2908,East,Technology,Phones,128.85,3,0,3.8655,0.03
Second Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,8.4,2,0,4.116,0.49
Second Class,Home Office,United States,Providence,Rhode Island,2908,East,Technology,Accessories,199.98,2,0,70.8407,0.42
Second Class,Home Office,United States,Providence,Rhode Island,2908,East,Furniture,Chairs,110.98,1,0,15.5372,0.14
First Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Chairs,207.984,2,0.2,-28.5978,-0.1375
First Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,36.112,2,0.2,12.6392,0.35
First Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,35.568,2,0.2,5.7798,0.1625
First Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,88.768,2,0.2,31.0688,0.35
Standard Class,Home Office,United States,Oceanside,California,92054,West,Office Supplies,Paper,12.9,2,0,6.321,0.49
Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Technology,Accessories,498.975,9,0.2,70.8407,0.2125
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,21.36,5,0.2,7.209,0.3375
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,6.688,2,0.2,2.3408,0.35
First Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,498.975,6,0,70.8407,0.29
Second Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Supplies,20.568,3,0.2,1.5426,0.075
Second Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Appliances,4.356,2,0.5,-11.7612,-0.35625
Second Class,Corporate,United States,Chicago,Illinois,60610,Central,Technology,Accessories,19.04,4,0.2,-1.428,-0.075
Standard Class,Corporate,United States,Huntington Beach,California,92646,West,Office Supplies,Labels,5.22,2,0,2.4012,0.46
Second Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Storage,84.84,3,0,22.9068,0.27
Standard Class,Corporate,United States,Nashville,Tennessee,37211,South,Office Supplies,Fasteners,7.24,5,0.2,1.1765,0.1625
Same Day,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,14.4,5,0,7.056,0.49
Standard Class,Home Office,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Paper,15.552,3,0.2,5.4432,0.35
Standard Class,Home Office,United States,Colorado Springs,Colorado,80906,West,Furniture,Chairs,498.975,6,0.2,70.8407,0.1125
Standard Class,Home Office,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Binders,3.108,2,0.5,-2.1756,-0.35625
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Binders,6.672,3,0.2,2.1684,0.325
Standard Class,Home Office,United States,San Francisco,California,94110,West,Technology,Phones,498.975,4,0.2,70.8407,0.1125
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,498.975,5,0.5,-39.7425,-0.35625
Standard Class,Corporate,United States,Memphis,Tennessee,38109,South,Office Supplies,Envelopes,55.936,8,0.2,18.8784,0.3375
Standard Class,Corporate,United States,Memphis,Tennessee,38109,South,Office Supplies,Labels,18.432,8,0.2,5.9904,0.325
Standard Class,Corporate,United States,Memphis,Tennessee,38109,South,Furniture,Furnishings,20.32,5,0.2,3.556,0.175
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Binders,52.064,4,0.2,18.8732,0.3625
Standard Class,Corporate,United States,Raleigh,North Carolina,27604,South,Office Supplies,Appliances,48.784,1,0.2,3.6588,0.075
Standard Class,Corporate,United States,Raleigh,North Carolina,27604,South,Office Supplies,Binders,13.092,4,0.5,-10.0372,-0.35625
